Event	ID	Name			Wwise Object Path	Notes
	232480592	Aron03			\Voices\Aron03	
	232480593	Aron02			\Voices\Aron02	
	232480594	Aron01			\Voices\Aron01	
	232480596	Aron07			\Voices\Aron07	
	232480597	Aron06			\Voices\Aron06	
	232480598	Aron05			\Voices\Aron05	
	232480599	Aron04			\Voices\Aron04	
	773162484	Fillette08			\Voices\Fillette08	
	773162485	Fillette09			\Voices\Fillette09	
	773162488	Fillette04			\Voices\Fillette04	
	773162489	Fillette05			\Voices\Fillette05	
	773162490	Fillette06			\Voices\Fillette06	
	773162491	Fillette07			\Voices\Fillette07	
	773162493	Fillette01			\Voices\Fillette01	
	773162494	Fillette02			\Voices\Fillette02	
	773162495	Fillette03			\Voices\Fillette03	
	1130757099	SciFiStinger			\SFX\SciFiStinger	
	1836005152	Terence10			\Voices\Terence10	
	1836005153	Terence11			\Voices\Terence11	
	1836005154	Terence12			\Voices\Terence12	
	1852782736	Terence03			\Voices\Terence03	
	1852782737	Terence02			\Voices\Terence02	
	1852782738	Terence01			\Voices\Terence01	
	1852782740	Terence07			\Voices\Terence07	
	1852782741	Terence06			\Voices\Terence06	
	1852782742	Terence05			\Voices\Terence05	
	1852782743	Terence04			\Voices\Terence04	
	1852782746	Terence09			\Voices\Terence09	
	1852782747	Terence08			\Voices\Terence08	
	2025278018	Radio_Record			\Ambiance\Radio_Record	
	2176736267	CloseThunder			\Ambiance\CloseThunder	
	2657428528	HorrorLoopSalvation			\Ambiance\HorrorLoopSalvation	
	3215794742	AnomalieRadio			\SFX\AnomalieRadio	
	3636975302	Ambiance_Lightning			\Ambiance\Ambiance_Lightning	
	3673448642	VhsTape			\Ambiance\VhsTape	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	524081928	fillette 06	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 06_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 06		633084
	526778638	CloseThunder	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\CloseThunder01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\CloseThunder		1265728
	553240173	Terence 05	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 05_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 05		1037084
	559536053	Terence 06	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 06_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 06		1350564
	559831516	Aron 07	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 07_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 07		338580
	575207291	Terence 08	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 08_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 08		2127052
	606313533	Terence 09	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 09_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 09		1842964
	648699640	Terence 03	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 03_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 03		646696
	656961657	fillette 08	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 08_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 08		1446328
	726262044	Terence 01	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 01_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 01		2046096
	752572017	fillette 01	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 01_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 01		2687040
	784617290	fillette 02	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 02_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 02		876608
	791184043	fillette 09	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 09_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 09		403520
	801917725	fillette 05	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 05_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 05		1006440
	806439413	Terence 07	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 07_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 07		1926464
	839784501	Anomalie frequence radio	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Anomalie frequence radio_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Anomalie frequence radio		1992088
	852700039	Terence 12	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 12_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 12		1524284
	858508465	Terence 10	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 10_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 10		572784
	862865243	fillette 07	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 07_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 07		1995380
	884776928	Aron 04	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 04_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 04		180492
	893991257	fillette 04	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\fillette 04_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\fillette 04		1674708
	904669337	Aron 03	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Aron 03_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Aron 03		1789280
	954199941	Terence 11	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 11_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 11		1212888
	989582963	Radio Recording	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Radio Recording_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\Radio Recording		9507568
	1069327020	Terence 04	D:\MATHIEU DATA\MVC_Projects\Lost Frequency\LOST-FREQUENCY\LOST-FREQUENCY_WwiseProject\.cache\Mac\SFX\Terence 04_10C4C929.wem		\Actor-Mixer Hierarchy\Voices\Terence 04		846652

